bbl,address,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh,canopy_area_m2,roof_area_m2,lat,lon
1003000007,48 ELDRIDGE STREET,30.781030916260647,38106.91627433068,104.402510340632,113.27419377183918,153.90515458130324,181.0648877427097,40.71593080961132,-73.99283608488585
1003060001,119 HESTER STREET,40.75946736114433,50460.22059309668,138.24717970711419,149.99483988901113,203.79733680572164,239.7615727126137,40.71680377161366,-73.99341068847153
1003060035,107 HESTER STREET,26.838812144976238,33226.44943548058,91.03136831638516,98.76682869351255,134.19406072488118,157.87536555868374,40.716647736935926,-73.99291185298884
1003060032,73 ELDRIDGE STREET,31.082651991401658,38480.32316535525,105.4255429187815,114.38415932835811,155.41325995700828,182.83912936118622,40.716911097617476,-73.99287486978294
1003060031,75 ELDRIDGE STREET,22.51521266103578,27873.833274362296,76.36666650510217,82.85598259261167,112.57606330517889,132.44242741785752,40.71696565154772,-73.99283472235975
1003060007,74 FORSYTH STREET,30.378987277232614,37609.18624921398,103.03886643620268,111.79467318021601,151.89493638616307,178.69992516019184,40.71715205886138,-73.99318157880833
1003060028,81 ELDRIDGE STREET,27.37912716628884,33895.35943186558,92.86399844346735,100.75518797194292,136.8956358314442,161.05368921346377,40.717166511392016,-73.99273719786649
1003060009,78 FORSYTH STREET,29.761448555088368,36844.673311199396,100.94431044164219,109.5221306827252,148.80724277544184,175.0673444416963,40.71727833577792,-73.99311359613829
1003060023,289 GRAND STREET,33.72289988960541,41748.9500633315,114.3806851050178,124.1002715937479,168.61449944802703,198.36999935062005,40.717493157468915,-73.99245529312547
1003100040,61 HESTER STREET,47.57300833194108,58895.38431494306,161.35721730121386,175.06867066154317,237.86504165970538,279.84122548200634,40.71591298297856,-73.9903230088137
1003100029,33 ESSEX STREET,30.124749903356197,37294.44038035497,102.17654898727389,110.8590796443508,150.62374951678098,177.2044111962129,40.71604951174128,-73.9897959897709
1003100026,39 ESSEX STREET,27.59720643661437,34165.341568528595,93.60367553021533,101.55771968674088,137.98603218307184,162.33650845067277,40.71623963965365,-73.98969473318735
1003100007,48 LUDLOW STREET,43.90658393556402,54356.35091222826,148.9215093485706,161.5762288828756,219.5329196778201,258.2740231503766,40.71636354449357,-73.99003069508517
1003090025,45 LUDLOW STREET,24.639332877930077,30503.494102877434,83.57121672021215,90.67274499078269,123.19666438965038,144.9372522231181,40.71640932268632,-73.9904836748772
1003080024,47 ORCHARD STREET,27.82510836454696,34447.48415530914,94.37666891865517,102.39639878153281,139.1255418227348,163.67710802674682,40.716445734413114,-73.99134270396071
1003090024,47 LUDLOW STREET,25.611997515015368,31707.652923589027,86.87028198243569,94.25215085525656,128.05998757507683,150.6588089118551,40.71646660580377,-73.99044291061617
