bbl,address,bldgclass,numfloors,yearbuilt,roof_area_m2,canopy_area_m2,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh
1004090026,246 BROOME STREET,C7,6.0,1900,189.97798009672795,161.48128308221874,32.29625661644375,39982.76569115736,109.54182381139002,118.850224348513
1004090027,248 BROOME STREET,C7,6.0,1920,171.59961080145757,145.85966918123893,29.17193383624779,36114.85408927476,98.94480572404045,107.35271651739185
1003530049,102 NORFOLK STREET,C7,6.0,1910,280.29488090601933,238.2506487701164,47.65012975402328,58990.86063548082,161.61879626159129,175.35247749480567
1003530051,106 NORFOLK STREET,C7,6.0,1910,231.1325035736442,196.46262803759754,39.29252560751951,48644.14670210915,133.27163480029904,144.59649423567177
1004090043,101 DELANCEY STREET,C7,6.0,1920,274.2169635054318,233.08441897961703,46.61688379592341,57711.702139353176,158.11425243658405,171.55013236899813
1003530020,121 RIVINGTON STREET,C7,6.0,1920,303.2961945600091,257.8017653760077,51.56035307520155,63831.71710709952,174.8814167317795,189.7420993167417
1003000004,42 ELDRIDGE STREET,C7,6.0,1930,150.87032322401956,128.2397747404166,25.647954948083324,31752.168225727157,86.99224171432098,94.38447420894664
1003000005,44 ELDRIDGE STREET,C7,6.0,1930,148.2204211331145,125.98735796314733,25.19747159262947,31194.469831675284,85.46430090869941,92.72669546087644
1003000006,46 ELDRIDGE STREET,C7,6.0,1930,146.06611412878584,124.15619700946796,24.831239401893594,30741.07437954427,84.22212158779251,91.37896099896842
1003000007,48 ELDRIDGE STREET,C7,6.0,1910,181.06488775487574,153.9051545916444,30.78103091832888,38106.916276891156,104.402510347647,113.27419377945029
1003060001,119 HESTER STREET,C7,6.0,1910,239.76157270430517,203.7973367986594,40.75946735973188,50460.220591348065,138.24717970232348,149.9948398838133
1003060035,107 HESTER STREET,C7,6.0,1913,157.87536554963356,134.1940607171885,26.838812143437703,33226.44943357588,91.03136831116679,98.76682868785075
1003060032,73 ELDRIDGE STREET,C7,6.0,1920,182.83912933944745,155.41325993853033,31.08265198770607,38480.32316078011,105.42554290624689,114.38415931475832
1003060031,75 ELDRIDGE STREET,C7,6.0,1910,132.4424274088824,112.57606329755004,22.51521265951001,27873.833272473392,76.3666664999271,82.85598258699683
1003060007,74 FORSYTH STREET,C7,6.0,1900,178.6999251571725,151.89493638359662,30.378987276719325,37609.186248578524,103.03886643446171,111.79467317832712
1003060028,81 ELDRIDGE STREET,C7,6.0,1910,161.0536892279447,136.89563584375298,27.3791271687506,33895.35943491324,92.8639984518171,100.75518798100221
1003060009,78 FORSYTH STREET,C7,6.0,1900,175.06734442700488,148.80724276295416,29.761448552590835,36844.673308107456,100.94431043317111,109.52213067353428
1003060023,289 GRAND STREET,C7,6.0,1900,198.3699993589596,168.61449945511566,33.72289989102313,41748.95006508664,114.38068510982642,124.10027159896514
1003100040,61 HESTER STREET,C7,6.0,1915,279.8412255101993,237.8650416836694,47.573008336733885,58895.38432087655,161.35721731747,175.06867067918068
1003100029,33 ESSEX STREET,C7,6.0,1900,177.20441120769098,150.62374952653732,30.124749905307468,37294.44038277065,102.17654899389218,110.85907965153147
1003100026,39 ESSEX STREET,C7,6.0,1900,162.33650845067277,137.98603218307184,27.59720643661437,34165.341568528595,93.60367553021533,101.55771968674088
1003100007,48 LUDLOW STREET,C7,6.0,1900,258.2740231524906,219.532919679617,43.90658393592341,54356.35091267318,148.92150934978955,161.57622888419814
1003090025,45 LUDLOW STREET,C7,6.0,1910,144.93725223038967,123.19666439583122,24.639332879166247,30503.494104407815,83.57121672440498,90.67274499533178
1003080024,47 ORCHARD STREET,C7,6.0,1910,163.67710802634264,139.12554182239123,27.825108364478247,34447.48415522407,94.37666891842211,102.39639878127994
1003090024,47 LUDLOW STREET,C7,6.0,1900,150.6588088921253,128.05998755830652,25.611997511661304,31707.652919436696,86.87028197105944,94.2521508429136
1003090008,58 ORCHARD STREET,C7,6.0,1910,170.44698369641418,144.87993614195204,28.97598722839041,35872.27218874732,98.28019777738993,106.63163300047671
1004080020,67 LUDLOW STREET,C4,6.0,1900,159.93830997875574,135.94756348194238,27.189512696388476,33660.616718128935,92.2208677209012,100.05740672270959
1004130049,75 ORCHARD STREET,C7,6.0,1910,273.1097972077968,232.1433276266273,46.428665525325464,57478.687920352924,157.47585731603542,170.8574891331977
1004130045,81 ORCHARD STREET,C7,6.0,1910,271.3070454961336,230.61098867171353,46.122197734342706,57099.28079511627,156.43638574004459,169.72968766238114
1004130014,277 BROOME STREET,C7,6.0,1900,311.082105401663,264.4197895914135,52.883957918282704,65470.339902833985,179.37079425433967,194.61296513928036
1004080014,245 BROOME STREET,C7,6.0,1900,154.2798785103579,131.1378967338042,26.227579346760844,32469.743231289925,88.95820063367103,96.51749199607991
1004090029,250 BROOME STREET,C7,6.0,1890,177.19501515785151,150.6157628841738,30.12315257683476,37292.46289012143,102.17113120581215,110.85320148275191
